mixed_repeated,order,id,trial,target_type,distractor_type,response,time_elapsed,target,distractor,file,occurrence,switch,negation
known repeated,mixed first,d2973fd030b579ddc28987b2a5909399,17,unknown,unknown,Surfing,1298592,7,20,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3GITHABACYAJJIWJS4ZK6L0ME41N2J-36V4Q8R5ZLPXF3BY8GFND84GAPKMQU.json,3,standard,FALSE
known repeated,mixed first,d2973fd030b579ddc28987b2a5909399,18,unknown,unknown,Gun barrel,1325381,6,7,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3GITHABACYAJJIWJS4ZK6L0ME41N2J-36V4Q8R5ZLPXF3BY8GFND84GAPKMQU.json,1,switch,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,3,known,unknown,cae,225564,I,9,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-31EUONYN2WSDKESR7VOABZSTMHEVOC.json,1,standard,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,4,unknown,known,tri,243336,25,M,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-31EUONYN2WSDKESR7VOABZSTMHEVOC.json,1,standard,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,5,unknown,known,wide,263855,27,E,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-31EUONYN2WSDKESR7VOABZSTMHEVOC.json,1,standard,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,6,known,unknown,crab,275574,N,6,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-31EUONYN2WSDKESR7VOABZSTMHEVOC.json,1,standard,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,7,known,unknown,fly,284743,K,20,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-31EUONYN2WSDKESR7VOABZSTMHEVOC.json,1,standard,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,8,known,unknown,fly,293824,K,12,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-31EUONYN2WSDKESR7VOABZSTMHEVOC.json,2,standard,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,9,known,unknown,fly,305873,K,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-31EUONYN2WSDKESR7VOABZSTMHEVOC.json,3,standard,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,10,unknown,known,not fly,322065,3,K,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-31EUONYN2WSDKESR7VOABZSTMHEVOC.json,1,switch,TRUE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,11,unknown,unknown,wheel,331783,22,7,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-31EUONYN2WSDKESR7VOABZSTMHEVOC.json,1,standard,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,12,unknown,unknown,flower,342743,8,11,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-31EUONYN2WSDKESR7VOABZSTMHEVOC.json,1,standard,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,13,unknown,unknown,spoon,414221,24,26,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-31EUONYN2WSDKESR7VOABZSTMHEVOC.json,1,standard,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,14,unknown,unknown,antenna,428015,4,5,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-31EUONYN2WSDKESR7VOABZSTMHEVOC.json,1,standard,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,15,unknown,unknown,cube,454101,15,1,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-31EUONYN2WSDKESR7VOABZSTMHEVOC.json,1,standard,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,16,unknown,unknown,box,475658,15,21,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-31EUONYN2WSDKESR7VOABZSTMHEVOC.json,2,standard,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,17,unknown,unknown,box,486111,15,2,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-31EUONYN2WSDKESR7VOABZSTMHEVOC.json,3,standard,FALSE
known repeated,mixed first,d5338f0449123f834b17f6f7fc80d634,18,unknown,unknown,box,510763,19,15,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-31EUONYN2WSDKESR7VOABZSTMHEVOC.json,1,switch,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,3,known,unknown,butterfly,190648,K,8,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3GITHABACYAJJIWJS4ZK6L0ME41N2J-3O7L7BFSHFEMMHV2EAMVRY8LADCEIU.json,1,standard,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,4,unknown,known,bead,216947,26,E,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3GITHABACYAJJIWJS4ZK6L0ME41N2J-3O7L7BFSHFEMMHV2EAMVRY8LADCEIU.json,1,standard,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,5,unknown,known,paddle,246166,24,C,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3GITHABACYAJJIWJS4ZK6L0ME41N2J-3O7L7BFSHFEMMHV2EAMVRY8LADCEIU.json,1,standard,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,6,known,unknown,sunflower,260069,L,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3GITHABACYAJJIWJS4ZK6L0ME41N2J-3O7L7BFSHFEMMHV2EAMVRY8LADCEIU.json,1,standard,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,7,known,unknown,fiddler crab,282193,N,18,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3GITHABACYAJJIWJS4ZK6L0ME41N2J-3O7L7BFSHFEMMHV2EAMVRY8LADCEIU.json,1,standard,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,8,known,unknown,fiddler crab,290009,N,23,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3GITHABACYAJJIWJS4ZK6L0ME41N2J-3O7L7BFSHFEMMHV2EAMVRY8LADCEIU.json,2,standard,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,9,known,unknown,fiddler crab,297759,N,17,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3GITHABACYAJJIWJS4ZK6L0ME41N2J-3O7L7BFSHFEMMHV2EAMVRY8LADCEIU.json,3,standard,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,10,unknown,known,Cnidaria,326821,19,N,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3GITHABACYAJJIWJS4ZK6L0ME41N2J-3O7L7BFSHFEMMHV2EAMVRY8LADCEIU.json,1,switch,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,11,unknown,unknown,rearview mirror,356447,12,21,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3GITHABACYAJJIWJS4ZK6L0ME41N2J-3O7L7BFSHFEMMHV2EAMVRY8LADCEIU.json,1,standard,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,12,unknown,unknown,joystick,393147,20,25,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3GITHABACYAJJIWJS4ZK6L0ME41N2J-3O7L7BFSHFEMMHV2EAMVRY8LADCEIU.json,1,standard,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,13,unknown,unknown,monoplane,422638,5,2,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3GITHABACYAJJIWJS4ZK6L0ME41N2J-3O7L7BFSHFEMMHV2EAMVRY8LADCEIU.json,1,standard,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,14,unknown,unknown,metal,447936,15,3,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3GITHABACYAJJIWJS4ZK6L0ME41N2J-3O7L7BFSHFEMMHV2EAMVRY8LADCEIU.json,1,standard,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,15,unknown,unknown,gun barrel,475895,6,4,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3GITHABACYAJJIWJS4ZK6L0ME41N2J-3O7L7BFSHFEMMHV2EAMVRY8LADCEIU.json,1,standard,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,16,unknown,unknown,gun barrel,485437,6,1,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3GITHABACYAJJIWJS4ZK6L0ME41N2J-3O7L7BFSHFEMMHV2EAMVRY8LADCEIU.json,2,standard,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,17,unknown,unknown,gun barrel,493066,6,7,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3GITHABACYAJJIWJS4ZK6L0ME41N2J-3O7L7BFSHFEMMHV2EAMVRY8LADCEIU.json,3,standard,FALSE
known repeated,mixed first,e631b6048f6ae4a87e63df3d900d35eb,18,unknown,unknown,dumbbell,518690,9,6,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3GITHABACYAJJIWJS4ZK6L0ME41N2J-3O7L7BFSHFEMMHV2EAMVRY8LADCEIU.json,1,switch,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,3,known,unknown,ring,102747,F,22,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3HL8HNGX46QLHU2V5R0OWNUI3O49FO.json,1,standard,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,4,unknown,known,heart slinky,114907,17,B,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3HL8HNGX46QLHU2V5R0OWNUI3O49FO.json,1,standard,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,5,unknown,known,galaxy,128667,21,M,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3HL8HNGX46QLHU2V5R0OWNUI3O49FO.json,1,standard,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,6,known,unknown,tree,136659,J,9,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3HL8HNGX46QLHU2V5R0OWNUI3O49FO.json,1,standard,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,7,known,unknown,crab,143451,N,12,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3HL8HNGX46QLHU2V5R0OWNUI3O49FO.json,1,standard,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,8,known,unknown,crab,149651,N,3,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3HL8HNGX46QLHU2V5R0OWNUI3O49FO.json,2,standard,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,9,known,unknown,crab,155483,N,15,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3HL8HNGX46QLHU2V5R0OWNUI3O49FO.json,3,standard,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,10,unknown,known,electronic device,178940,6,N,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3HL8HNGX46QLHU2V5R0OWNUI3O49FO.json,1,switch,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,11,unknown,unknown,2 sides are triangular,219547,5,26,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3HL8HNGX46QLHU2V5R0OWNUI3O49FO.json,1,standard,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,12,unknown,unknown,interconnected pieces,236683,23,7,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3HL8HNGX46QLHU2V5R0OWNUI3O49FO.json,1,standard,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,13,unknown,unknown,container,251101,2,25,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3HL8HNGX46QLHU2V5R0OWNUI3O49FO.json,1,standard,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,14,unknown,unknown,balls with spikes,264435,1,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3HL8HNGX46QLHU2V5R0OWNUI3O49FO.json,1,standard,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,15,unknown,unknown,submarine,273268,16,20,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3HL8HNGX46QLHU2V5R0OWNUI3O49FO.json,1,standard,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,16,unknown,unknown,submarine,278971,16,18,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3HL8HNGX46QLHU2V5R0OWNUI3O49FO.json,2,standard,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,17,unknown,unknown,submarine,285419,16,19,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3HL8HNGX46QLHU2V5R0OWNUI3O49FO.json,3,standard,FALSE
known repeated,mixed first,e7891a1666c3d45ff624c7acb2f59282,18,unknown,unknown,8 sided square,306971,11,16,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3HL8HNGX46QLHU2V5R0OWNUI3O49FO.json,1,switch,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,3,known,unknown,apple,106676,A,1,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3X4MXAO0BHDTWGKCPXAARWGC4D5WR1.json,1,standard,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,4,unknown,known,scoop,115909,18,B,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3X4MXAO0BHDTWGKCPXAARWGC4D5WR1.json,1,standard,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,5,unknown,known,flower ring,131156,4,K,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3X4MXAO0BHDTWGKCPXAARWGC4D5WR1.json,1,standard,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,6,known,unknown,fork,145116,G,12,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3X4MXAO0BHDTWGKCPXAARWGC4D5WR1.json,1,standard,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,7,known,unknown,shoe,154772,C,6,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3X4MXAO0BHDTWGKCPXAARWGC4D5WR1.json,1,standard,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,8,known,unknown,shoe,166884,C,8,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3X4MXAO0BHDTWGKCPXAARWGC4D5WR1.json,2,standard,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,9,known,unknown,shoe,181509,C,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3X4MXAO0BHDTWGKCPXAARWGC4D5WR1.json,3,standard,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,10,unknown,known,puzzles,193756,23,C,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3X4MXAO0BHDTWGKCPXAARWGC4D5WR1.json,1,switch,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,11,unknown,unknown,cricle,239668,22,11,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3X4MXAO0BHDTWGKCPXAARWGC4D5WR1.json,1,standard,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,12,unknown,unknown,gaping hole,270685,26,3,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3X4MXAO0BHDTWGKCPXAARWGC4D5WR1.json,1,standard,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,13,unknown,unknown,foam roller,301596,5,2,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3X4MXAO0BHDTWGKCPXAARWGC4D5WR1.json,1,standard,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,14,unknown,unknown,child toy,314316,21,17,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3X4MXAO0BHDTWGKCPXAARWGC4D5WR1.json,1,standard,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,15,unknown,unknown,fork light,369957,25,9,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3X4MXAO0BHDTWGKCPXAARWGC4D5WR1.json,1,standard,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,16,unknown,unknown,fork light,385029,25,15,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3X4MXAO0BHDTWGKCPXAARWGC4D5WR1.json,2,standard,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,17,unknown,unknown,split wrench,433621,25,27,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3X4MXAO0BHDTWGKCPXAARWGC4D5WR1.json,3,standard,FALSE
known repeated,mixed first,fb01ef9ca391f3aff232eeecec938f92,18,unknown,unknown,desk bell,445317,20,25,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/4/production-results/3Q9SPIIRWJBYBF01XKJM8MWBJ4XAW4-3X4MXAO0BHDTWGKCPXAARWGC4D5WR1.json,1,switch,FALSE
known repeated,unknown first,0049c58b3fc386ce388a724bb0cf41b8,3,unknown,unknown,Triangular shaped object,366847,20,10,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/3/production-results/33CLA8O0MI0OZA0N96V8ZOZLO5VFRJ-3NXNZ5RS1BM821NPN82C8VH150L79I.json,1,standard,FALSE
known repeated,unknown first,0049c58b3fc386ce388a724bb0cf41b8,4,unknown,unknown,Catching basket,378856,18,15,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/3/production-results/33CLA8O0MI0OZA0N96V8ZOZLO5VFRJ-3NXNZ5RS1BM821NPN82C8VH150L79I.json,1,standard,FALSE
known repeated,unknown first,0049c58b3fc386ce388a724bb0cf41b8,5,unknown,unknown,Noise maker,388574,25,4,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/3/production-results/33CLA8O0MI0OZA0N96V8ZOZLO5VFRJ-3NXNZ5RS1BM821NPN82C8VH150L79I.json,1,standard,FALSE
known repeated,unknown first,0049c58b3fc386ce388a724bb0cf41b8,6,unknown,unknown,spinner,408712,12,16,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/3/production-results/33CLA8O0MI0OZA0N96V8ZOZLO5VFRJ-3NXNZ5RS1BM821NPN82C8VH150L79I.json,1,standard,FALSE
known repeated,unknown first,0049c58b3fc386ce388a724bb0cf41b8,7,unknown,unknown,decoration,421389,17,6,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/3/production-results/33CLA8O0MI0OZA0N96V8ZOZLO5VFRJ-3NXNZ5RS1BM821NPN82C8VH150L79I.json,1,standard,FALSE
known repeated,unknown first,0049c58b3fc386ce388a724bb0cf41b8,8,unknown,unknown,molded decoration,433793,17,3,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/3/production-results/33CLA8O0MI0OZA0N96V8ZOZLO5VFRJ-3NXNZ5RS1BM821NPN82C8VH150L79I.json,2,standard,FALSE
known repeated,unknown first,0049c58b3fc386ce388a724bb0cf41b8,9,unknown,unknown,molded decoration,444621,17,7,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/3/production-results/33CLA8O0MI0OZA0N96V8ZOZLO5VFRJ-3NXNZ5RS1BM821NPN82C8VH150L79I.json,3,standard,FALSE
known repeated,unknown first,0049c58b3fc386ce388a724bb0cf41b8,10,unknown,unknown,paddle,451612,24,17,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/3/production-results/33CLA8O0MI0OZA0N96V8ZOZLO5VFRJ-3NXNZ5RS1BM821NPN82C8VH150L79I.json,1,switch,FALSE
known repeated,unknown first,0049c58b3fc386ce388a724bb0cf41b8,11,known,unknown,a fork,460063,G,22,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/3/production-results/33CLA8O0MI0OZA0N96V8ZOZLO5VFRJ-3NXNZ5RS1BM821NPN82C8VH150L79I.json,1,standard,FALSE
known repeated,unknown first,0049c58b3fc386ce388a724bb0cf41b8,12,unknown,known,insect looking item,478452,19,F,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/3/production-results/33CLA8O0MI0OZA0N96V8ZOZLO5VFRJ-3NXNZ5RS1BM821NPN82C8VH150L79I.json,1,standard,FALSE
known repeated,unknown first,0049c58b3fc386ce388a724bb0cf41b8,13,unknown,known,A weird shape,499438,5,A,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/3/production-results/33CLA8O0MI0OZA0N96V8ZOZLO5VFRJ-3NXNZ5RS1BM821NPN82C8VH150L79I.json,1,standard,FALSE
known repeated,unknown first,0049c58b3fc386ce388a724bb0cf41b8,14,known,unknown,butterfly,507464,K,8,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/3/production-results/33CLA8O0MI0OZA0N96V8ZOZLO5VFRJ-3NXNZ5RS1BM821NPN82C8VH150L79I.json,1,standard,FALSE
known repeated,unknown first,0049c58b3fc386ce388a724bb0cf41b8,15,known,unknown,a cup,517038,M,9,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/3/production-results/33CLA8O0MI0OZA0N96V8ZOZLO5VFRJ-3NXNZ5RS1BM821NPN82C8VH150L79I.json,1,standard,FALSE
known repeated,unknown first,0049c58b3fc386ce388a724bb0cf41b8,16,known,unknown,a cup,524349,M,1,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/3/production-results/33CLA8O0MI0OZA0N96V8ZOZLO5VFRJ-3NXNZ5RS1BM821NPN82C8VH150L79I.json,2,standard,FALSE
known repeated,unknown first,0049c58b3fc386ce388a724bb0cf41b8,17,known,unknown,a cup,532309,M,11,/Users/dan/Projects/callab/tunkel/Negation2.0/raw_data/pilots/combined-pilot/3/production-results/33CLA8O0MI0OZA0N96V8ZOZLO5VFRJ-3NXNZ5RS1BM821NPN82C8VH150L79I.json,3,standard,FALSE
