experiment,id,trial,response,negation
1b,244f53895c3cd1f7cd7c2d21d832109f,7,car,FALSE
1b,244f53895c3cd1f7cd7c2d21d832109f,8,car,FALSE
1b,244f53895c3cd1f7cd7c2d21d832109f,9,car,FALSE
1b,244f53895c3cd1f7cd7c2d21d832109f,10,bulb,FALSE
1b,244f53895c3cd1f7cd7c2d21d832109f,11,long fabric piece,FALSE
1b,244f53895c3cd1f7cd7c2d21d832109f,12,shoe,FALSE
1b,244f53895c3cd1f7cd7c2d21d832109f,13,metal piece,FALSE
1b,244f53895c3cd1f7cd7c2d21d832109f,14,fork,FALSE
1b,244f53895c3cd1f7cd7c2d21d832109f,15,flying saucer shaped,FALSE
1b,244f53895c3cd1f7cd7c2d21d832109f,16,flying saucer shape,FALSE
1b,244f53895c3cd1f7cd7c2d21d832109f,17,flying saucer shape,FALSE
1b,244f53895c3cd1f7cd7c2d21d832109f,18,apple,FALSE
1b,26995864e68ab82f604ded04fb94cf63,3,scorpion,FALSE
1b,26995864e68ab82f604ded04fb94cf63,3,apple,FALSE
1b,26995864e68ab82f604ded04fb94cf63,4,rope catcher,FALSE
1b,26995864e68ab82f604ded04fb94cf63,4,ball syringe,FALSE
1b,26995864e68ab82f604ded04fb94cf63,5,funnel,FALSE
1b,26995864e68ab82f604ded04fb94cf63,5,rudder,FALSE
1b,26995864e68ab82f604ded04fb94cf63,6,chair,FALSE
1b,26995864e68ab82f604ded04fb94cf63,6,tree,FALSE
1b,26995864e68ab82f604ded04fb94cf63,7,car,FALSE
1b,26995864e68ab82f604ded04fb94cf63,7,butterfly,FALSE
1b,26995864e68ab82f604ded04fb94cf63,8,car,FALSE
1b,26995864e68ab82f604ded04fb94cf63,8,butterfly,FALSE
1b,26995864e68ab82f604ded04fb94cf63,9,car,FALSE
1b,26995864e68ab82f604ded04fb94cf63,9,butterfly,FALSE
1b,26995864e68ab82f604ded04fb94cf63,10,weird cuplike object shape,FALSE
1b,26995864e68ab82f604ded04fb94cf63,10,spiky ball,FALSE
1b,26995864e68ab82f604ded04fb94cf63,11,bulb syringe,FALSE
1b,26995864e68ab82f604ded04fb94cf63,11,weird object with pacifier,FALSE
1b,26995864e68ab82f604ded04fb94cf63,12,apple,FALSE
1b,26995864e68ab82f604ded04fb94cf63,12,fork,FALSE
1b,26995864e68ab82f604ded04fb94cf63,13,puzzle block,FALSE
1b,26995864e68ab82f604ded04fb94cf63,13,rope holder,FALSE
1b,26995864e68ab82f604ded04fb94cf63,14,pen,FALSE
1b,26995864e68ab82f604ded04fb94cf63,14,cat,FALSE
1b,26995864e68ab82f604ded04fb94cf63,15,donut shape with 4 extruding pieces,FALSE
1b,26995864e68ab82f604ded04fb94cf63,15,a broken toy,FALSE
1b,26995864e68ab82f604ded04fb94cf63,16,donut shape with 4 extruding pieces,FALSE
1b,26995864e68ab82f604ded04fb94cf63,16,a broken toy,FALSE
1b,26995864e68ab82f604ded04fb94cf63,17,donut shape with 4 extruding pieces,FALSE
1b,26995864e68ab82f604ded04fb94cf63,17,a broken toy,FALSE
1b,26995864e68ab82f604ded04fb94cf63,18,mug,FALSE
1b,26995864e68ab82f604ded04fb94cf63,18,car,FALSE
1a,26ce53ca9c7c9410487b88e3c08c58fc,3,airplane,FALSE
1a,26ce53ca9c7c9410487b88e3c08c58fc,4,crown shaped art,FALSE
1a,26ce53ca9c7c9410487b88e3c08c58fc,5,oblong shaped art,FALSE
1a,26ce53ca9c7c9410487b88e3c08c58fc,6,cymbal looking art,FALSE
1a,26ce53ca9c7c9410487b88e3c08c58fc,7,look like flip flops,FALSE
1a,26ce53ca9c7c9410487b88e3c08c58fc,8,flip flop looking art,FALSE
1a,26ce53ca9c7c9410487b88e3c08c58fc,9,flip flop looking art,FALSE
1a,26ce53ca9c7c9410487b88e3c08c58fc,10,flat piece art,FALSE
1a,26ce53ca9c7c9410487b88e3c08c58fc,11,ring,FALSE
1a,26ce53ca9c7c9410487b88e3c08c58fc,12,pen,FALSE
1a,26ce53ca9c7c9410487b88e3c08c58fc,13,cat,FALSE
1a,26ce53ca9c7c9410487b88e3c08c58fc,14,apple,FALSE
1a,26ce53ca9c7c9410487b88e3c08c58fc,15,tree,FALSE
1a,26ce53ca9c7c9410487b88e3c08c58fc,16,tree,FALSE
1a,26ce53ca9c7c9410487b88e3c08c58fc,17,christmas tree,FALSE
1a,26ce53ca9c7c9410487b88e3c08c58fc,18,butterfly,FALSE
1a,2842bd776bacab8980010750dc143f39,3,fork,FALSE
1a,2842bd776bacab8980010750dc143f39,4,cup,FALSE
1a,2842bd776bacab8980010750dc143f39,5,shoe,FALSE
1a,2842bd776bacab8980010750dc143f39,6,dice,FALSE
1a,2842bd776bacab8980010750dc143f39,7,flower,FALSE
1a,2842bd776bacab8980010750dc143f39,8,flower,FALSE
1a,2842bd776bacab8980010750dc143f39,9,flower,FALSE
1a,2842bd776bacab8980010750dc143f39,10,crab,FALSE
1a,2842bd776bacab8980010750dc143f39,11,dont pick the zig zag thing,FALSE
1a,2842bd776bacab8980010750dc143f39,12,squishy toy,FALSE
1a,2842bd776bacab8980010750dc143f39,13,is that a chefs hat The white thing,FALSE
1a,2842bd776bacab8980010750dc143f39,14,flower donut,FALSE
1a,2842bd776bacab8980010750dc143f39,15,criss cross thing,FALSE
1a,2842bd776bacab8980010750dc143f39,16,criss cross thing,FALSE
1a,2842bd776bacab8980010750dc143f39,17,criss cross thing,FALSE
1a,2842bd776bacab8980010750dc143f39,18,rattle with a stick in it,FALSE
1b,29fef817bdee7d6bd8a95deb4f53a227,3,double ball,FALSE
1b,29fef817bdee7d6bd8a95deb4f53a227,4,crab,FALSE
1b,29fef817bdee7d6bd8a95deb4f53a227,5,winged board,FALSE
1b,29fef817bdee7d6bd8a95deb4f53a227,6,fork,FALSE
1b,29fef817bdee7d6bd8a95deb4f53a227,7,multi donut,FALSE
1b,29fef817bdee7d6bd8a95deb4f53a227,8,multi donut,FALSE
1b,29fef817bdee7d6bd8a95deb4f53a227,9,multi donut,FALSE
1b,29fef817bdee7d6bd8a95deb4f53a227,10,cup,FALSE
1b,29fef817bdee7d6bd8a95deb4f53a227,11,dice,FALSE
1b,29fef817bdee7d6bd8a95deb4f53a227,12,blimp,FALSE
1b,29fef817bdee7d6bd8a95deb4f53a227,13,puzzle,FALSE
1b,29fef817bdee7d6bd8a95deb4f53a227,14,shoe,FALSE
1b,29fef817bdee7d6bd8a95deb4f53a227,15,tree,FALSE
1b,29fef817bdee7d6bd8a95deb4f53a227,16,tree,FALSE
1b,29fef817bdee7d6bd8a95deb4f53a227,17,tree,FALSE
1b,29fef817bdee7d6bd8a95deb4f53a227,18,cymbal,FALSE
1b,2af648fff51b7d31c4f4eccee6b27726,3,chair,FALSE
1b,2af648fff51b7d31c4f4eccee6b27726,4,chew toy,FALSE
1b,2af648fff51b7d31c4f4eccee6b27726,5,odd object,FALSE
1b,2af648fff51b7d31c4f4eccee6b27726,6,crab,FALSE
1b,2af648fff51b7d31c4f4eccee6b27726,7,flower,FALSE
1b,2af648fff51b7d31c4f4eccee6b27726,8,flower,FALSE
1b,2af648fff51b7d31c4f4eccee6b27726,9,flower,FALSE
1b,2af648fff51b7d31c4f4eccee6b27726,10,blocks,FALSE
1b,2af648fff51b7d31c4f4eccee6b27726,11,plunger,FALSE
1b,2af648fff51b7d31c4f4eccee6b27726,12,tree,FALSE
1b,2af648fff51b7d31c4f4eccee6b27726,13,ball,FALSE
1b,2af648fff51b7d31c4f4eccee6b27726,14,ring,FALSE
1b,2af648fff51b7d31c4f4eccee6b27726,15,vase,FALSE
1b,2af648fff51b7d31c4f4eccee6b27726,16,vase,FALSE
1b,2af648fff51b7d31c4f4eccee6b27726,17,vase,FALSE
1b,2af648fff51b7d31c4f4eccee6b27726,18,dice,FALSE
1b,2b0747e88fca50dad4bd88bf68185233,3,cat,FALSE
1b,2b0747e88fca50dad4bd88bf68185233,4,odd shaped thing,FALSE
1b,2b0747e88fca50dad4bd88bf68185233,5,not the apple,TRUE
1b,2b0747e88fca50dad4bd88bf68185233,6,ring,FALSE
1b,2b0747e88fca50dad4bd88bf68185233,7,mug,FALSE
1b,2b0747e88fca50dad4bd88bf68185233,8,mug,FALSE
1b,2b0747e88fca50dad4bd88bf68185233,9,mug,FALSE
1b,2b0747e88fca50dad4bd88bf68185233,10,not the mug,TRUE
1b,2b0747e88fca50dad4bd88bf68185233,11,not the flower,TRUE
1b,2b0747e88fca50dad4bd88bf68185233,12,butterfly,FALSE
1b,2b0747e88fca50dad4bd88bf68185233,13,not the shoe,TRUE
1b,2b0747e88fca50dad4bd88bf68185233,14,tree,FALSE
1b,2b0747e88fca50dad4bd88bf68185233,15,not the car,TRUE
1b,2b0747e88fca50dad4bd88bf68185233,16,not the pen,TRUE
1b,2b0747e88fca50dad4bd88bf68185233,17,not the die,TRUE
1b,2b0747e88fca50dad4bd88bf68185233,18,chair,FALSE
1b,2c27f6e6a5175dd6a8983cbfd06c0435,3,fork,FALSE
1b,2c27f6e6a5175dd6a8983cbfd06c0435,4,toy,FALSE
1b,2c27f6e6a5175dd6a8983cbfd06c0435,5,not die,TRUE
1b,2c27f6e6a5175dd6a8983cbfd06c0435,6,pen,FALSE
1b,2c27f6e6a5175dd6a8983cbfd06c0435,7,shoe,FALSE
1b,2c27f6e6a5175dd6a8983cbfd06c0435,8,shoe,FALSE
1b,2c27f6e6a5175dd6a8983cbfd06c0435,9,shoe,FALSE
1b,2c27f6e6a5175dd6a8983cbfd06c0435,10,soft,FALSE
1b,2c27f6e6a5175dd6a8983cbfd06c0435,11,rubber,FALSE
1b,2c27f6e6a5175dd6a8983cbfd06c0435,12,tree,FALSE
1b,2c27f6e6a5175dd6a8983cbfd06c0435,13,not butterly,TRUE
1b,2c27f6e6a5175dd6a8983cbfd06c0435,14,spider,FALSE
1b,2c27f6e6a5175dd6a8983cbfd06c0435,15,lego,FALSE
1b,2c27f6e6a5175dd6a8983cbfd06c0435,16,lego,FALSE
1b,2c27f6e6a5175dd6a8983cbfd06c0435,17,lego,FALSE
1b,2c27f6e6a5175dd6a8983cbfd06c0435,18,cat,FALSE
1a,2cc8564bd79a1d7c270206cf0edb4d82,3,donut with spokes,FALSE
1a,2cc8564bd79a1d7c270206cf0edb4d82,4,orb shaped,FALSE
1a,2cc8564bd79a1d7c270206cf0edb4d82,5,fastener,FALSE
1a,2cc8564bd79a1d7c270206cf0edb4d82,6,plunger shape end,FALSE
1a,2cc8564bd79a1d7c270206cf0edb4d82,7,looks like silver spaceship,FALSE
1a,2cc8564bd79a1d7c270206cf0edb4d82,8,Silver spaceship,FALSE
1a,2cc8564bd79a1d7c270206cf0edb4d82,9,looks like UFO,FALSE
1a,2cc8564bd79a1d7c270206cf0edb4d82,10,Looks like a snowboard,FALSE
1a,2cc8564bd79a1d7c270206cf0edb4d82,11,fork,FALSE
1a,2cc8564bd79a1d7c270206cf0edb4d82,12,dice,FALSE
1a,2cc8564bd79a1d7c270206cf0edb4d82,13,cat,FALSE
1a,2cc8564bd79a1d7c270206cf0edb4d82,14,mug,FALSE
1a,2cc8564bd79a1d7c270206cf0edb4d82,15,tree,FALSE
1a,2cc8564bd79a1d7c270206cf0edb4d82,16,tree,FALSE
1a,2cc8564bd79a1d7c270206cf0edb4d82,17,tree,FALSE
1a,2cc8564bd79a1d7c270206cf0edb4d82,18,car,FALSE
1a,2dfbf1d9f8ac92fafc6bc80bce2325a2,3,blocks,FALSE
1a,2dfbf1d9f8ac92fafc6bc80bce2325a2,4,artifact,FALSE
1a,2dfbf1d9f8ac92fafc6bc80bce2325a2,5,donut shape with stuff sticking out of it,FALSE
1a,2dfbf1d9f8ac92fafc6bc80bce2325a2,6,fat plane,FALSE
1a,2dfbf1d9f8ac92fafc6bc80bce2325a2,7,small fastener,FALSE
1a,2dfbf1d9f8ac92fafc6bc80bce2325a2,8,small fastener with two holes,FALSE
1a,2dfbf1d9f8ac92fafc6bc80bce2325a2,9,not the spiky thing the other object,TRUE
1a,2dfbf1d9f8ac92fafc6bc80bce2325a2,10,it has a bunch of bumps,FALSE
1a,2dfbf1d9f8ac92fafc6bc80bce2325a2,11,crab,FALSE
1a,2dfbf1d9f8ac92fafc6bc80bce2325a2,12,shoe,FALSE
1a,2dfbf1d9f8ac92fafc6bc80bce2325a2,13,cup,FALSE
1a,2dfbf1d9f8ac92fafc6bc80bce2325a2,14,car,FALSE
1a,2dfbf1d9f8ac92fafc6bc80bce2325a2,15,chair,FALSE
1a,2dfbf1d9f8ac92fafc6bc80bce2325a2,16,chair,FALSE
1a,2dfbf1d9f8ac92fafc6bc80bce2325a2,17,chair,FALSE
1a,2dfbf1d9f8ac92fafc6bc80bce2325a2,18,apple,FALSE
1a,2edc2f6d848e752a5dbc1001ba3f8f0f,3,chair,FALSE
1a,2edc2f6d848e752a5dbc1001ba3f8f0f,4,pen,FALSE
1a,2edc2f6d848e752a5dbc1001ba3f8f0f,5,cat,FALSE
1a,2edc2f6d848e752a5dbc1001ba3f8f0f,6,car,FALSE
1a,2edc2f6d848e752a5dbc1001ba3f8f0f,7,butterfly,FALSE
1a,2edc2f6d848e752a5dbc1001ba3f8f0f,8,wings,FALSE
1a,2edc2f6d848e752a5dbc1001ba3f8f0f,9,butterfly,FALSE
1a,2edc2f6d848e752a5dbc1001ba3f8f0f,10,tree,FALSE
1a,2edc2f6d848e752a5dbc1001ba3f8f0f,11,four spikes with a hole at the bottom,FALSE
1a,2edc2f6d848e752a5dbc1001ba3f8f0f,12,3 spikes each side,FALSE
1a,2edc2f6d848e752a5dbc1001ba3f8f0f,13,3 points,FALSE
1a,2edc2f6d848e752a5dbc1001ba3f8f0f,14,blimp,FALSE
1a,2edc2f6d848e752a5dbc1001ba3f8f0f,15,pump,FALSE
1a,2edc2f6d848e752a5dbc1001ba3f8f0f,16,pump,FALSE
1a,2edc2f6d848e752a5dbc1001ba3f8f0f,17,pump,FALSE
1a,2edc2f6d848e752a5dbc1001ba3f8f0f,18,pointy,FALSE
1b,2f8ff310e095bfa4c1b6f7b88744014f,3,crab,FALSE
1b,2f8ff310e095bfa4c1b6f7b88744014f,4,toy,FALSE
1b,2f8ff310e095bfa4c1b6f7b88744014f,5,weird shaped thing,FALSE
1b,2f8ff310e095bfa4c1b6f7b88744014f,6,ring,FALSE
1b,2f8ff310e095bfa4c1b6f7b88744014f,7,flower,FALSE
1b,2f8ff310e095bfa4c1b6f7b88744014f,8,flower,FALSE
1b,2f8ff310e095bfa4c1b6f7b88744014f,9,flower,FALSE
1b,2f8ff310e095bfa4c1b6f7b88744014f,10,brick zigzag,FALSE
1b,2f8ff310e095bfa4c1b6f7b88744014f,11,toy,FALSE
1b,2f8ff310e095bfa4c1b6f7b88744014f,12,butterfly,FALSE
1b,2f8ff310e095bfa4c1b6f7b88744014f,13,squeeze pump,FALSE
1b,2f8ff310e095bfa4c1b6f7b88744014f,14,dice,FALSE
1b,2f8ff310e095bfa4c1b6f7b88744014f,15,plastic thing,FALSE
1b,2f8ff310e095bfa4c1b6f7b88744014f,16,plastic thing,FALSE
1b,2f8ff310e095bfa4c1b6f7b88744014f,17,plastic thing,FALSE
1b,2f8ff310e095bfa4c1b6f7b88744014f,18,mug,FALSE
1b,2ff3ec80f07b9cad6cad0bd7e8358869,3,Metalic figure,FALSE
1b,2ff3ec80f07b9cad6cad0bd7e8358869,4,shoe,FALSE
1b,2ff3ec80f07b9cad6cad0bd7e8358869,5,Roller of some kind,FALSE
1b,2ff3ec80f07b9cad6cad0bd7e8358869,6,Pen,FALSE
1b,2ff3ec80f07b9cad6cad0bd7e8358869,7,Blocks,FALSE
1b,2ff3ec80f07b9cad6cad0bd7e8358869,8,Blocks,FALSE
1b,2ff3ec80f07b9cad6cad0bd7e8358869,9,Blocks,FALSE
1b,2ff3ec80f07b9cad6cad0bd7e8358869,10,Cat,FALSE
1b,2ff3ec80f07b9cad6cad0bd7e8358869,11,Dice,FALSE
1b,2ff3ec80f07b9cad6cad0bd7e8358869,12,Spinning Top,FALSE
1b,2ff3ec80f07b9cad6cad0bd7e8358869,13,Air pressure,FALSE
1b,2ff3ec80f07b9cad6cad0bd7e8358869,14,Apple,FALSE
1b,2ff3ec80f07b9cad6cad0bd7e8358869,15,Chair,FALSE
1b,2ff3ec80f07b9cad6cad0bd7e8358869,16,Chair,FALSE
1b,2ff3ec80f07b9cad6cad0bd7e8358869,17,Chair,FALSE
1b,2ff3ec80f07b9cad6cad0bd7e8358869,18,Contorted Material,FALSE
1b,3312c650eca85266680871237f7c8d36,3,blimp,FALSE
1b,3312c650eca85266680871237f7c8d36,4,chair,FALSE
1b,3312c650eca85266680871237f7c8d36,5,spiky,FALSE
1b,3312c650eca85266680871237f7c8d36,6,mug,FALSE
1b,3312c650eca85266680871237f7c8d36,7,clear,FALSE
1b,3312c650eca85266680871237f7c8d36,8,clear,FALSE
1b,3312c650eca85266680871237f7c8d36,9,clear,FALSE
1b,3312c650eca85266680871237f7c8d36,10,apple,FALSE
1b,3312c650eca85266680871237f7c8d36,11,butterfly,FALSE
1b,3312c650eca85266680871237f7c8d36,12,ski,FALSE
1b,3312c650eca85266680871237f7c8d36,13,hat,FALSE
1b,3312c650eca85266680871237f7c8d36,14,fork,FALSE
1b,3312c650eca85266680871237f7c8d36,15,pen,FALSE
1b,3312c650eca85266680871237f7c8d36,16,pen,FALSE
1b,3312c650eca85266680871237f7c8d36,17,pen,FALSE
1b,3312c650eca85266680871237f7c8d36,18,top,FALSE
1a,34024b3bd076ffc4ab2f28b2915dbf22,3,i dont know what this is its not flappy,TRUE
1a,34024b3bd076ffc4ab2f28b2915dbf22,4,four prong doughnut,FALSE
1a,34024b3bd076ffc4ab2f28b2915dbf22,5,thing with holes,FALSE
1a,34024b3bd076ffc4ab2f28b2915dbf22,6,spikey balls,FALSE
1a,34024b3bd076ffc4ab2f28b2915dbf22,7,hat,FALSE
1a,34024b3bd076ffc4ab2f28b2915dbf22,8,hat,FALSE
1a,34024b3bd076ffc4ab2f28b2915dbf22,9,hat,FALSE
1a,34024b3bd076ffc4ab2f28b2915dbf22,10,bulb thing,FALSE
1a,34024b3bd076ffc4ab2f28b2915dbf22,11,crab,FALSE
1a,34024b3bd076ffc4ab2f28b2915dbf22,12,chair,FALSE
1a,34024b3bd076ffc4ab2f28b2915dbf22,13,cup,FALSE
1a,34024b3bd076ffc4ab2f28b2915dbf22,14,apple,FALSE
1a,34024b3bd076ffc4ab2f28b2915dbf22,15,pen,FALSE
1a,34024b3bd076ffc4ab2f28b2915dbf22,16,pen,FALSE
1a,34024b3bd076ffc4ab2f28b2915dbf22,17,pen,FALSE
1a,34024b3bd076ffc4ab2f28b2915dbf22,18,cat,FALSE
1b,34c4dcb1524ea5b747d5e3dd5a880af1,3,art,FALSE
1b,34c4dcb1524ea5b747d5e3dd5a880af1,4,flower,FALSE
1b,34c4dcb1524ea5b747d5e3dd5a880af1,5,art,FALSE
1b,34c4dcb1524ea5b747d5e3dd5a880af1,6,car,FALSE
1b,34c4dcb1524ea5b747d5e3dd5a880af1,7,art,FALSE
1b,34c4dcb1524ea5b747d5e3dd5a880af1,8,art,FALSE
1b,34c4dcb1524ea5b747d5e3dd5a880af1,9,art,FALSE
1b,34c4dcb1524ea5b747d5e3dd5a880af1,10,tree,FALSE
1b,34c4dcb1524ea5b747d5e3dd5a880af1,11,fork,FALSE
1b,34c4dcb1524ea5b747d5e3dd5a880af1,12,art,FALSE
1b,34c4dcb1524ea5b747d5e3dd5a880af1,13,art,FALSE
1b,34c4dcb1524ea5b747d5e3dd5a880af1,14,crab,FALSE
1b,34c4dcb1524ea5b747d5e3dd5a880af1,15,cup,FALSE
1b,34c4dcb1524ea5b747d5e3dd5a880af1,16,cup,FALSE
1b,34c4dcb1524ea5b747d5e3dd5a880af1,17,cup,FALSE
1b,34c4dcb1524ea5b747d5e3dd5a880af1,18,art,FALSE
1b,35491cd312af018ce64e412fab285865,3,ring,FALSE
1b,35491cd312af018ce64e412fab285865,4,blimp,FALSE
1b,35491cd312af018ce64e412fab285865,5,three pronged gadget,FALSE
1b,35491cd312af018ce64e412fab285865,6,black shoe,FALSE
1b,35491cd312af018ce64e412fab285865,7,hatchback car,FALSE
1b,35491cd312af018ce64e412fab285865,8,hatchback car,FALSE
1b,35491cd312af018ce64e412fab285865,9,hatchback car,FALSE
1b,35491cd312af018ce64e412fab285865,10,spinny top looking thing,FALSE
1b,35491cd312af018ce64e412fab285865,11,black squeezer thing,FALSE
1b,35491cd312af018ce64e412fab285865,12,chair with tall back,FALSE
1b,35491cd312af018ce64e412fab285865,13,white circle with four balls,FALSE
1b,35491cd312af018ce64e412fab285865,14,apple,FALSE
1b,35491cd312af018ce64e412fab285865,15,lego toy looking thing,FALSE
1b,35491cd312af018ce64e412fab285865,16,blocks on angels,FALSE
1b,35491cd312af018ce64e412fab285865,17,agle blocks L shaped,FALSE
1b,35491cd312af018ce64e412fab285865,18,blocks connected,FALSE
1b,356952aea386f5b86e062bebd98ee6d2,3,not alive,TRUE
1b,356952aea386f5b86e062bebd98ee6d2,4,apple,FALSE
1b,356952aea386f5b86e062bebd98ee6d2,5,blocks,FALSE
1b,356952aea386f5b86e062bebd98ee6d2,6,car,FALSE
1b,356952aea386f5b86e062bebd98ee6d2,7,pump,FALSE
1b,356952aea386f5b86e062bebd98ee6d2,8,pump,FALSE
1b,356952aea386f5b86e062bebd98ee6d2,9,pump,FALSE
1b,356952aea386f5b86e062bebd98ee6d2,10,tree,FALSE
1b,356952aea386f5b86e062bebd98ee6d2,11,ring,FALSE
1b,356952aea386f5b86e062bebd98ee6d2,12,weird looking thing,FALSE
1b,356952aea386f5b86e062bebd98ee6d2,13,a mess,FALSE
1b,356952aea386f5b86e062bebd98ee6d2,14,pen,FALSE
1b,356952aea386f5b86e062bebd98ee6d2,15,flower,FALSE
1b,356952aea386f5b86e062bebd98ee6d2,16,flower,FALSE
1b,356952aea386f5b86e062bebd98ee6d2,17,flower,FALSE
1b,356952aea386f5b86e062bebd98ee6d2,18,ramp,FALSE
1a,36a43f52e13e38af28a01ae421e9c2ee,3,pen,FALSE
1a,36a43f52e13e38af28a01ae421e9c2ee,4,cat,FALSE
1a,36a43f52e13e38af28a01ae421e9c2ee,5,shoe,FALSE
1a,36a43f52e13e38af28a01ae421e9c2ee,6,chair,FALSE
1a,36a43f52e13e38af28a01ae421e9c2ee,7,dice,FALSE
1a,36a43f52e13e38af28a01ae421e9c2ee,8,dice,FALSE
1a,36a43f52e13e38af28a01ae421e9c2ee,9,dice,FALSE
1a,36a43f52e13e38af28a01ae421e9c2ee,10,cup,FALSE
1a,36a43f52e13e38af28a01ae421e9c2ee,11,spiky stuff,FALSE
1a,36a43f52e13e38af28a01ae421e9c2ee,12,blimp,FALSE
1a,36a43f52e13e38af28a01ae421e9c2ee,13,non top,FALSE
1a,36a43f52e13e38af28a01ae421e9c2ee,14,spinny thing,FALSE
1a,36a43f52e13e38af28a01ae421e9c2ee,15,non donut,FALSE
1a,36a43f52e13e38af28a01ae421e9c2ee,16,non blocks,FALSE
1a,36a43f52e13e38af28a01ae421e9c2ee,17,not round,TRUE
1a,36a43f52e13e38af28a01ae421e9c2ee,18,vase on side,FALSE
1a,38e32ffc04afd946a83c6b75efd6a4e6,3,one color,FALSE
1a,38e32ffc04afd946a83c6b75efd6a4e6,4,iceberg,FALSE
1a,38e32ffc04afd946a83c6b75efd6a4e6,5,gray,FALSE
1a,38e32ffc04afd946a83c6b75efd6a4e6,6,spikey,FALSE
1a,38e32ffc04afd946a83c6b75efd6a4e6,7,two colors,FALSE
1a,38e32ffc04afd946a83c6b75efd6a4e6,8,two colors,FALSE
1a,38e32ffc04afd946a83c6b75efd6a4e6,9,not a blimp,TRUE
1a,38e32ffc04afd946a83c6b75efd6a4e6,10,flower donut,FALSE
1a,38e32ffc04afd946a83c6b75efd6a4e6,11,apple,FALSE
1a,38e32ffc04afd946a83c6b75efd6a4e6,12,flower,FALSE
1a,38e32ffc04afd946a83c6b75efd6a4e6,13,car,FALSE
1a,38e32ffc04afd946a83c6b75efd6a4e6,14,chair,FALSE
1a,38e32ffc04afd946a83c6b75efd6a4e6,15,mug,FALSE
1a,38e32ffc04afd946a83c6b75efd6a4e6,16,mug,FALSE
1a,38e32ffc04afd946a83c6b75efd6a4e6,17,mug,FALSE
1a,38e32ffc04afd946a83c6b75efd6a4e6,18,shoe,FALSE
1b,396d6830a3ab2d696a6ab54630f49f48,3,fork,FALSE
1b,396d6830a3ab2d696a6ab54630f49f48,4,dog toy,FALSE
1b,396d6830a3ab2d696a6ab54630f49f48,5,glove,FALSE
1b,396d6830a3ab2d696a6ab54630f49f48,6,chair,FALSE
1b,396d6830a3ab2d696a6ab54630f49f48,7,mug,FALSE
1b,396d6830a3ab2d696a6ab54630f49f48,8,mug,FALSE
1b,396d6830a3ab2d696a6ab54630f49f48,9,mug,FALSE
1b,396d6830a3ab2d696a6ab54630f49f48,10,kong toy,FALSE
1b,396d6830a3ab2d696a6ab54630f49f48,11,loopy thing,FALSE
1b,396d6830a3ab2d696a6ab54630f49f48,12,apple,FALSE
1b,396d6830a3ab2d696a6ab54630f49f48,13,radio,FALSE
1b,396d6830a3ab2d696a6ab54630f49f48,14,shoe,FALSE
1b,396d6830a3ab2d696a6ab54630f49f48,15,thing with stalks,FALSE
1b,396d6830a3ab2d696a6ab54630f49f48,16,thing w stalks,FALSE
1b,396d6830a3ab2d696a6ab54630f49f48,17,thing w stalks,FALSE
1b,396d6830a3ab2d696a6ab54630f49f48,18,cat,FALSE
1b,3a3792a6affcef3cb29fcf308f10ed5f,3,Weird shape thing,FALSE
1b,3a3792a6affcef3cb29fcf308f10ed5f,4,has wings,FALSE
1b,3a3792a6affcef3cb29fcf308f10ed5f,5,not an animal,TRUE
1b,3a3792a6affcef3cb29fcf308f10ed5f,6,furry thing,FALSE
1b,3a3792a6affcef3cb29fcf308f10ed5f,7,not edible,TRUE
1b,3a3792a6affcef3cb29fcf308f10ed5f,8,same as last item,FALSE
1b,3a3792a6affcef3cb29fcf308f10ed5f,9,same thing,FALSE
1b,3a3792a6affcef3cb29fcf308f10ed5f,10,found in nature,FALSE
1b,3a3792a6affcef3cb29fcf308f10ed5f,11,goes on feet,FALSE
1b,3a3792a6affcef3cb29fcf308f10ed5f,12,doesnt have dots,FALSE
1b,3a3792a6affcef3cb29fcf308f10ed5f,13,cant sit on it,FALSE
1b,3a3792a6affcef3cb29fcf308f10ed5f,14,for eating,FALSE
1b,3a3792a6affcef3cb29fcf308f10ed5f,15,goes on hand,FALSE
1b,3a3792a6affcef3cb29fcf308f10ed5f,16,same item,FALSE
1b,3a3792a6affcef3cb29fcf308f10ed5f,17,same,FALSE
1b,3a3792a6affcef3cb29fcf308f10ed5f,18,not jewelry,TRUE
1b,3ab52b6966a245cdc0617b69d4ab9afe,3,bulb,FALSE
1b,3ab52b6966a245cdc0617b69d4ab9afe,4,pen,FALSE
1b,3ab52b6966a245cdc0617b69d4ab9afe,5,clap clap thing,FALSE
1b,3ab52b6966a245cdc0617b69d4ab9afe,6,ring,FALSE
1b,3ab52b6966a245cdc0617b69d4ab9afe,7,block on blocks,FALSE
1b,3ab52b6966a245cdc0617b69d4ab9afe,8,more blocks,FALSE
1b,3ab52b6966a245cdc0617b69d4ab9afe,9,even more blocks,FALSE
1b,3ab52b6966a245cdc0617b69d4ab9afe,10,butterflying,FALSE
1b,3ab52b6966a245cdc0617b69d4ab9afe,11,flowers,FALSE
1b,3ab52b6966a245cdc0617b69d4ab9afe,12,not the fork,TRUE
1b,3ab52b6966a245cdc0617b69d4ab9afe,13,black X thing,FALSE
1b,3ab52b6966a245cdc0617b69d4ab9afe,14,dice,FALSE
